ANO_EJE|TIPO_GOBIERNO|TIPO_GOBIERNO_NOMBRE|SECTOR|SECTOR_NOMBRE|PLIEGO|PLIEGO_NOMBRE|SEC_EJEC|EJECUTORA|EJECUTORA_NOMBRE|ALMACEN|SEC_ALMACEN|NOMBRE_ALMACEN|TIPO_TRANSAC|NOMBRE_TIPO_TRANSACCION|NRO_MOVIMTO|NRO_ORDEN|PROVEEDOR|NOMBRE_PROVEEDOR|OBSERVACION|FECHA_MOVIMTO|MES_MOVIMTO|NOMBRE_MES|TIPO_USO|NRO_GUIA|NRO_FACTURA|ESTADO_KARDEX|FECHA_REG|DOCUM_CONFIRMA|FECHA_CONFIRMA|GLOSA|TIPO_BIEN|GRUPO_BIEN|NOMBRE_GRUPO|CLASE_BIEN|NOMBRE_CLASE|FAMILIA_BIEN|NOMBRE_FAMILIA|ITEM_BIEN|NOMBRE_ITEM|UNIDAD_MEDIDA|UNIDAD_MEDIDA_DESC|MARCA|NOMBRE_MARCA|CANT_ARTICULO|PRECIO_UNIT|VALOR_TOTAL
2020|R|GOBIERNO REGIONAL               |99|GOBIERNOS REGIONALES|440|GOBIERNO REGIONAL DEL DEPARTAMENTO DE AMAZONAS|1101|403|REGION AMAZONAS-HOSPITAL DE APOYO BAGUA|001|002|ALMACEN ESPECIALIZADO DE MEDICAMENTOS   |4|NEA - DONACION                  |50|0|0|HOSPITAL DE APOYO BAGUA                                                                             |REING DE MEDIC Y DISP MEDIC FARM. D.U. DEL HAB 2020.                                                |17/03/2020|3|MARZO                           |C|FDMDMN°033|FDMDMN°033     |CON CONFORMIDAD                 |17/03/2020 9:04:09|FDMDMN°033                                        |17/03/2020 9:27:32|REING DE MEDIC Y DISP MEDIC FARM. D.U. DEL HAB 2020.                                                                                                                                                                                                                                                        |B|58|PRODUCTOS FARMACÉUTICOS|02|MEDICAMENTOS ANALGÉSICOS, ANTIPIRÉTICOS, ANTIINFLAMATORIOS Y ANTIGOTOSOS|0044|METAMIZOL|0001|METAMIZOL SODICO 1 g INY 2 mL|112|UNIDAD|328|SIN MARCA                                                                                           |2|0,255|0,51
2020|R|GOBIERNO REGIONAL               |99|GOBIERNOS REGIONALES|440|GOBIERNO REGIONAL DEL DEPARTAMENTO DE AMAZONAS|1101|403|REGION AMAZONAS-HOSPITAL DE APOYO BAGUA|001|002|ALMACEN ESPECIALIZADO DE MEDICAMENTOS   |4|NEA - DONACION                  |50|0|0|HOSPITAL DE APOYO BAGUA                                                                             |REING DE MEDIC Y DISP MEDIC FARM. D.U. DEL HAB 2020.                                                |17/03/2020|3|MARZO                           |C|FDMDMN°033|FDMDMN°033     |CON CONFORMIDAD                 |17/03/2020 9:04:09|FDMDMN°033                                        |17/03/2020 9:27:32|REING DE MEDIC Y DISP MEDIC FARM. D.U. DEL HAB 2020.                                                                                                                                                                                                                                                        |B|58|PRODUCTOS FARMACÉUTICOS|38|MEDICAMENTOS QUE AFECTAN SIST.GASTROINTEST.: ANTIÁCIDOS, LAXANTES, ANTIDIARREIC, ANTIULCER. Y OTROS|0076|METOCLOPRAMIDA|0002|METOCLOPRAMIDA CLORHIDRATO 5 mg/mL INY 2 mL|112|UNIDAD|328|SIN MARCA                                                                                           |3|0,206667|0,62
2020|R|GOBIERNO REGIONAL               |99|GOBIERNOS REGIONALES|440|GOBIERNO REGIONAL DEL DEPARTAMENTO DE AMAZONAS|1101|403|REGION AMAZONAS-HOSPITAL DE APOYO BAGUA|001|002|ALMACEN ESPECIALIZADO DE MEDICAMENTOS   |4|NEA - DONACION                  |50|0|0|HOSPITAL DE APOYO BAGUA                                                                             |REING DE MEDIC Y DISP MEDIC FARM. D.U. DEL HAB 2020.                                                |17/03/2020|3|MARZO                           |C|FDMDMN°033|FDMDMN°033     |CON CONFORMIDAD                 |17/03/2020 9:04:09|FDMDMN°033                                        |17/03/2020 9:27:32|REING DE MEDIC Y DISP MEDIC FARM. D.U. DEL HAB 2020.                                                                                                                                                                                                                                                        |B|58|PRODUCTOS FARMACÉUTICOS|18|MEDICAMENTOS ANTIINFECCIOSOS: ANTIFÚNGICOS|0009|NISTATINA.|0005|NISTATINA 100000 UI/mL SUS GOT 12 mL|112|UNIDAD|328|SIN MARCA                                                                                           |1|3,76|3,76
2020|R|GOBIERNO REGIONAL               |99|GOBIERNOS REGIONALES|440|GOBIERNO REGIONAL DEL DEPARTAMENTO DE AMAZONAS|1101|403|REGION AMAZONAS-HOSPITAL DE APOYO BAGUA|001|002|ALMACEN ESPECIALIZADO DE MEDICAMENTOS   |4|NEA - DONACION                  |50|0|0|HOSPITAL DE APOYO BAGUA                                                                             |REING DE MEDIC Y DISP MEDIC FARM. D.U. DEL HAB 2020.                                                |17/03/2020|3|MARZO                           |C|FDMDMN°033|FDMDMN°033     |CON CONFORMIDAD                 |17/03/2020 9:04:09|FDMDMN°033                                        |17/03/2020 9:27:32|REING DE MEDIC Y DISP MEDIC FARM. D.U. DEL HAB 2020.                                                                                                                                                                                                                                                        |B|58|PRODUCTOS FARMACÉUTICOS|02|MEDICAMENTOS ANALGÉSICOS, ANTIPIRÉTICOS, ANTIINFLAMATORIOS Y ANTIGOTOSOS|0046|PARACETAMOL.|0002|PARACETAMOL 100 mg/mL SOL 10 mL|112|UNIDAD|328|SIN MARCA                                                                                           |2|0,86|1,72
2020|R|GOBIERNO REGIONAL               |99|GOBIERNOS REGIONALES|440|GOBIERNO REGIONAL DEL DEPARTAMENTO DE AMAZONAS|1101|403|REGION AMAZONAS-HOSPITAL DE APOYO BAGUA|001|002|ALMACEN ESPECIALIZADO DE MEDICAMENTOS   |4|NEA - DONACION                  |50|0|0|HOSPITAL DE APOYO BAGUA                                                                             |REING DE MEDIC Y DISP MEDIC FARM. D.U. DEL HAB 2020.                                                |17/03/2020|3|MARZO                           |C|FDMDMN°033|FDMDMN°033     |CON CONFORMIDAD                 |17/03/2020 9:04:09|FDMDMN°033                                        |17/03/2020 9:27:32|REING DE MEDIC Y DISP MEDIC FARM. D.U. DEL HAB 2020.                                                                                                                                                                                                                                                        |B|58|PRODUCTOS FARMACÉUTICOS|15|MEDICAMENTOS ANTIINFECCIOSOS ANTIBIÓTICOS: MISCELANEAS|0009|VANCOMICINA|0001|VANCOMICINA (COMO CLORHIDRATO) 500 mg INY|112|UNIDAD|328|SIN MARCA                                                                                           |1|2,1|2,1
2020|R|GOBIERNO REGIONAL               |99|GOBIERNOS REGIONALES|440|GOBIERNO REGIONAL DEL DEPARTAMENTO DE AMAZONAS|1101|403|REGION AMAZONAS-HOSPITAL DE APOYO BAGUA|001|002|ALMACEN ESPECIALIZADO DE MEDICAMENTOS   |4|NEA - DONACION                  |50|0|0|HOSPITAL DE APOYO BAGUA                                                                             |REING DE MEDIC Y DISP MEDIC FARM. D.U. DEL HAB 2020.                                                |17/03/2020|3|MARZO                           |C|FDMDMN°033|FDMDMN°033     |CON CONFORMIDAD                 |17/03/2020 9:04:09|FDMDMN°033                                        |17/03/2020 9:27:32|REING DE MEDIC Y DISP MEDIC FARM. D.U. DEL HAB 2020.                                                                                                                                                                                                                                                        |B|58|PRODUCTOS FARMACÉUTICOS|07|MEDICAMENTOS ANTIINFECCIOSOS ANTIBIÓTICOS:  PENICILINAS|0009|AMPICILINA |0008|AMPICILINA (COMO SAL SODICA) CON DILUYENTE 1 g INY|112|UNIDAD|328|SIN MARCA                                                                                           |11|0,74|8,14
2020|R|GOBIERNO REGIONAL               |99|GOBIERNOS REGIONALES|440|GOBIERNO REGIONAL DEL DEPARTAMENTO DE AMAZONAS|1101|403|REGION AMAZONAS-HOSPITAL DE APOYO BAGUA|001|002|ALMACEN ESPECIALIZADO DE MEDICAMENTOS   |4|NEA - DONACION                  |50|0|0|HOSPITAL DE APOYO BAGUA                                                                             |REING DE MEDIC Y DISP MEDIC FARM. D.U. DEL HAB 2020.                                                |17/03/2020|3|MARZO                           |C|FDMDMN°033|FDMDMN°033     |CON CONFORMIDAD                 |17/03/2020 9:04:09|FDMDMN°033                                        |17/03/2020 9:27:32|REING DE MEDIC Y DISP MEDIC FARM. D.U. DEL HAB 2020.                                                                                                                                                                                                                                                        |B|58|PRODUCTOS FARMACÉUTICOS|07|MEDICAMENTOS ANTIINFECCIOSOS ANTIBIÓTICOS:  PENICILINAS|0017|BENCILPENICILINA SÓDICA|0003|BENCILPENICILINA SODICA 1000000 UI INY CON DILUYENTE|112|UNIDAD|328|SIN MARCA                                                                                           |5|0,46|2,3
2020|R|GOBIERNO REGIONAL               |99|GOBIERNOS REGIONALES|440|GOBIERNO REGIONAL DEL DEPARTAMENTO DE AMAZONAS|1101|403|REGION AMAZONAS-HOSPITAL DE APOYO BAGUA|001|002|ALMACEN ESPECIALIZADO DE MEDICAMENTOS   |4|NEA - DONACION                  |51|0|0|HOSPITAL DE APOYO BAGUA                                                                             |REING DE MEDIC Y DISP MEDIC FARM. D.U. DEL HAB 2020.                                                |17/03/2020|3|MARZO                           |C|FDMDMN|034|FDMDMN°034     |CON CONFORMIDAD                 |17/03/2020 9:30:34|FDMDMN°034                                        |17/03/2020 9:40:32|REING DE MEDIC Y DISP MEDIC FARM. D.U. DEL HAB 2020.                                                                                                                                                                                                                                                        |B|58|PRODUCTOS FARMACÉUTICOS|51|AGENTES QUE AFECTAN EL AGUA Y LOS ELECTROL.:  SOL. CORRECT DE TRAST.HÍDRICOS, ELECTROL. Y AC. BAS.|0007|DEXTROSA|0011|DEXTROSA 5 g/100 mL (5 %) INY 1 L|112|UNIDAD|328|SIN MARCA                                                                                           |13|2,000769|26,01
2020|R|GOBIERNO REGIONAL               |99|GOBIERNOS REGIONALES|440|GOBIERNO REGIONAL DEL DEPARTAMENTO DE AMAZONAS|1101|403|REGION AMAZONAS-HOSPITAL DE APOYO BAGUA|001|002|ALMACEN ESPECIALIZADO DE MEDICAMENTOS   |4|NEA - DONACION                  |51|0|0|HOSPITAL DE APOYO BAGUA                                                                             |REING DE MEDIC Y DISP MEDIC FARM. D.U. DEL HAB 2020.                                                |17/03/2020|3|MARZO                           |C|FDMDMN|034|FDMDMN°034     |CON CONFORMIDAD                 |17/03/2020 9:30:34|FDMDMN°034                                        |17/03/2020 9:40:32|REING DE MEDIC Y DISP MEDIC FARM. D.U. DEL HAB 2020.                                                                                                                                                                                                                                                        |B|58|PRODUCTOS FARMACÉUTICOS|71|HORMONAS Y ANTIHORMONAS: CORTICOSTEROIDES|0001|HIDROCORTISONA.|0001|HIDROCORTISONA (COMO SUCCINATO SODICO) 100 mg INY 2 mL|112|UNIDAD|328|SIN MARCA                                                                                           |21|2|42
2020|R|GOBIERNO REGIONAL               |99|GOBIERNOS REGIONALES|440|GOBIERNO REGIONAL DEL DEPARTAMENTO DE AMAZONAS|1101|403|REGION AMAZONAS-HOSPITAL DE APOYO BAGUA|001|002|ALMACEN ESPECIALIZADO DE MEDICAMENTOS   |4|NEA - DONACION                  |51|0|0|HOSPITAL DE APOYO BAGUA                                                                             |REING DE MEDIC Y DISP MEDIC FARM. D.U. DEL HAB 2020.                                                |17/03/2020|3|MARZO                           |C|FDMDMN|034|FDMDMN°034     |CON CONFORMIDAD                 |17/03/2020 9:30:34|FDMDMN°034                                        |17/03/2020 9:40:32|REING DE MEDIC Y DISP MEDIC FARM. D.U. DEL HAB 2020.                                                                                                                                                                                                                                                        |B|58|PRODUCTOS FARMACÉUTICOS|72|MEDICAMENTOS ANTIINFECCIOSOS: CARBAPENEM INCLUÍDAS LAS TIENAMICINAS|0002|MEROPENEM|0001|MEROPENEM 500 mg INY|112|UNIDAD|328|SIN MARCA                                                                                           |8|4,4675|35,74
2020|R|GOBIERNO REGIONAL               |99|GOBIERNOS REGIONALES|440|GOBIERNO REGIONAL DEL DEPARTAMENTO DE AMAZONAS|1101|403|REGION AMAZONAS-HOSPITAL DE APOYO BAGUA|001|002|ALMACEN ESPECIALIZADO DE MEDICAMENTOS   |4|NEA - DONACION                  |51|0|0|HOSPITAL DE APOYO BAGUA                                                                             |REING DE MEDIC Y DISP MEDIC FARM. D.U. DEL HAB 2020.                                                |17/03/2020|3|MARZO                           |C|FDMDMN|034|FDMDMN°034     |CON CONFORMIDAD                 |17/03/2020 9:30:34|FDMDMN°034                                        |17/03/2020 9:40:32|REING DE MEDIC Y DISP MEDIC FARM. D.U. DEL HAB 2020.                                                                                                                                                                                                                                                        |B|58|PRODUCTOS FARMACÉUTICOS|51|AGENTES QUE AFECTAN EL AGUA Y LOS ELECTROL.:  SOL. CORRECT DE TRAST.HÍDRICOS, ELECTROL. Y AC. BAS.|0004|COMBINACIONES DE ELECTROLITOS|0008|SOLUCION POLIELECTROLITICA INY 1 L|112|UNIDAD|328|SIN MARCA                                                                                           |8|2,5925|20,74
2020|R|GOBIERNO REGIONAL               |99|GOBIERNOS REGIONALES|440|GOBIERNO REGIONAL DEL DEPARTAMENTO DE AMAZONAS|1101|403|REGION AMAZONAS-HOSPITAL DE APOYO BAGUA|001|002|ALMACEN ESPECIALIZADO DE MEDICAMENTOS   |4|NEA - DONACION                  |51|0|0|HOSPITAL DE APOYO BAGUA                                                                             |REING DE MEDIC Y DISP MEDIC FARM. D.U. DEL HAB 2020.                                                |17/03/2020|3|MARZO                           |C|FDMDMN|034|FDMDMN°034     |CON CONFORMIDAD                 |17/03/2020 9:30:34|FDMDMN°034                                        |17/03/2020 9:40:32|REING DE MEDIC Y DISP MEDIC FARM. D.U. DEL HAB 2020.                                                                                                                                                                                                                                                        |B|58|PRODUCTOS FARMACÉUTICOS|07|MEDICAMENTOS ANTIINFECCIOSOS ANTIBIÓTICOS:  PENICILINAS|0009|AMPICILINA |0008|AMPICILINA (COMO SAL SODICA) CON DILUYENTE 1 g INY|112|UNIDAD|328|SIN MARCA                                                                                           |3|0,74|2,22
2020|R|GOBIERNO REGIONAL               |99|GOBIERNOS REGIONALES|440|GOBIERNO REGIONAL DEL DEPARTAMENTO DE AMAZONAS|1101|403|REGION AMAZONAS-HOSPITAL DE APOYO BAGUA|001|002|ALMACEN ESPECIALIZADO DE MEDICAMENTOS   |4|NEA - DONACION                  |51|0|0|HOSPITAL DE APOYO BAGUA                                                                             |REING DE MEDIC Y DISP MEDIC FARM. D.U. DEL HAB 2020.                                                |17/03/2020|3|MARZO                           |C|FDMDMN|034|FDMDMN°034     |CON CONFORMIDAD                 |17/03/2020 9:30:34|FDMDMN°034                                        |17/03/2020 9:40:32|REING DE MEDIC Y DISP MEDIC FARM. D.U. DEL HAB 2020.                                                                                                                                                                                                                                                        |B|58|PRODUCTOS FARMACÉUTICOS|08|MEDICAMENTOS ANTIINFECCIOSOS ANTIBIÓTICOS:  CEFALOSPORINAS Y RELACIONADOS|0021|CEFAZOLINA|0002|CEFAZOLINA (COMO SAL SÓDICA) CON DILUYENTE 1 g INY|112|UNIDAD|328|SIN MARCA                                                                                           |6|1,193333|7,16
2020|R|GOBIERNO REGIONAL               |99|GOBIERNOS REGIONALES|440|GOBIERNO REGIONAL DEL DEPARTAMENTO DE AMAZONAS|1101|403|REGION AMAZONAS-HOSPITAL DE APOYO BAGUA|001|002|ALMACEN ESPECIALIZADO DE MEDICAMENTOS   |4|NEA - DONACION                  |51|0|0|HOSPITAL DE APOYO BAGUA                                                                             |REING DE MEDIC Y DISP MEDIC FARM. D.U. DEL HAB 2020.                                                |17/03/2020|3|MARZO                           |C|FDMDMN|034|FDMDMN°034     |CON CONFORMIDAD                 |17/03/2020 9:30:34|FDMDMN°034                                        |17/03/2020 9:40:32|REING DE MEDIC Y DISP MEDIC FARM. D.U. DEL HAB 2020.                                                                                                                                                                                                                                                        |B|58|PRODUCTOS FARMACÉUTICOS|08|MEDICAMENTOS ANTIINFECCIOSOS ANTIBIÓTICOS:  CEFALOSPORINAS Y RELACIONADOS|0023|CEFTAZIDIMA|0007|CEFTAZIDIMA 1 g INY CON DILUYENTE|112|UNIDAD|328|SIN MARCA                                                                                           |7|1,787143|12,51
2020|R|GOBIERNO REGIONAL               |99|GOBIERNOS REGIONALES|440|GOBIERNO REGIONAL DEL DEPARTAMENTO DE AMAZONAS|1101|403|REGION AMAZONAS-HOSPITAL DE APOYO BAGUA|001|002|ALMACEN ESPECIALIZADO DE MEDICAMENTOS   |4|NEA - DONACION                  |52|0|0|HOSPITAL DE APOYO BAGUA                                                                             |REING DE MEDIC Y DISP MEDIC FARM. D.U. DEL HAB 2020.                                                |17/03/2020|3|MARZO                           |C|FDMDMN°035|FDMDMN°035     |CON CONFORMIDAD                 |17/03/2020 9:41:08|FDMDMN°035                                        |17/03/2020 9:44:33|REING DE MEDIC Y DISP MEDIC FARM. D.U. DEL HAB 2020.                                                                                                                                                                                                                                                        |B|58|PRODUCTOS FARMACÉUTICOS|51|AGENTES QUE AFECTAN EL AGUA Y LOS ELECTROL.:  SOL. CORRECT DE TRAST.HÍDRICOS, ELECTROL. Y AC. BAS.|0007|DEXTROSA|0011|DEXTROSA 5 g/100 mL (5 %) INY 1 L|112|UNIDAD|328|SIN MARCA                                                                                           |2|2|4
2020|R|GOBIERNO REGIONAL               |99|GOBIERNOS REGIONALES|440|GOBIERNO REGIONAL DEL DEPARTAMENTO DE AMAZONAS|1101|403|REGION AMAZONAS-HOSPITAL DE APOYO BAGUA|001|002|ALMACEN ESPECIALIZADO DE MEDICAMENTOS   |4|NEA - DONACION                  |52|0|0|HOSPITAL DE APOYO BAGUA                                                                             |REING DE MEDIC Y DISP MEDIC FARM. D.U. DEL HAB 2020.                                                |17/03/2020|3|MARZO                           |C|FDMDMN°035|FDMDMN°035     |CON CONFORMIDAD                 |17/03/2020 9:41:08|FDMDMN°035                                        |17/03/2020 9:44:33|REING DE MEDIC Y DISP MEDIC FARM. D.U. DEL HAB 2020.                                                                                                                                                                                                                                                        |B|58|PRODUCTOS FARMACÉUTICOS|51|AGENTES QUE AFECTAN EL AGUA Y LOS ELECTROL.:  SOL. CORRECT DE TRAST.HÍDRICOS, ELECTROL. Y AC. BAS.|0004|COMBINACIONES DE ELECTROLITOS|0008|SOLUCION POLIELECTROLITICA INY 1 L|112|UNIDAD|328|SIN MARCA                                                                                           |1|2,59|2,59
2020|R|GOBIERNO REGIONAL               |99|GOBIERNOS REGIONALES|440|GOBIERNO REGIONAL DEL DEPARTAMENTO DE AMAZONAS|1101|403|REGION AMAZONAS-HOSPITAL DE APOYO BAGUA|001|002|ALMACEN ESPECIALIZADO DE MEDICAMENTOS   |4|NEA - DONACION                  |53|0|0|HOSPITAL DE APOYO BAGUA                                                                             |REING DE MEDIC Y DIPS MEDIC FARM. C.E. EL HAB 2020.                                                 |17/03/2020|3|MARZO                           |C|FDMC.E°011|FDMC.E°011     |CON CONFORMIDAD                 |17/03/2020 11:25:57|FDMC.E°011                                        |17/03/2020 11:47:43|REING DE MEDIC Y DIPS MEDIC FARM. C.E. EL HAB 2020.                                                                                                                                                                                                                                                         |B|58|PRODUCTOS FARMACÉUTICOS|01|ANESTÉSICOS, COMPLEMENTOS RELACIONADOS Y ANALÉPTICOS|0016|OXÍGENO.|0002|OXIGENO MEDICINAL GAS 99.5 %|70|M3|328|SIN MARCA                                                                                           |24|12,3|295,2
2020|R|GOBIERNO REGIONAL               |99|GOBIERNOS REGIONALES|440|GOBIERNO REGIONAL DEL DEPARTAMENTO DE AMAZONAS|1101|403|REGION AMAZONAS-HOSPITAL DE APOYO BAGUA|001|002|ALMACEN ESPECIALIZADO DE MEDICAMENTOS   |4|NEA - DONACION                  |58|0|0|HOSPITAL DE APOYO BAGUA                                                                             |REING DE MEDIC FARM C.E DEL HAB                                                                     |23/03/2020|3|MARZO                           |C|C.EN°010  |C.E.N°010      |CON CONFORMIDAD                 |23/03/2020 17:11:56|C.EN°010                                          |23/03/2020 17:14:28|REING DE MEDIC FARM C.E DEL HAB                                                                                                                                                                                                                                                                             |B|58|PRODUCTOS FARMACÉUTICOS|02|MEDICAMENTOS ANALGÉSICOS, ANTIPIRÉTICOS, ANTIINFLAMATORIOS Y ANTIGOTOSOS|0043|IBUPROFENO.|0007|IBUPROFENO 100 mg/5 mL SUS 60 mL|112|UNIDAD|328|SIN MARCA                                                                                           |9|0,672222|6,05
2020|R|GOBIERNO REGIONAL               |99|GOBIERNOS REGIONALES|440|GOBIERNO REGIONAL DEL DEPARTAMENTO DE AMAZONAS|1101|403|REGION AMAZONAS-HOSPITAL DE APOYO BAGUA|001|002|ALMACEN ESPECIALIZADO DE MEDICAMENTOS   |4|NEA - DONACION                  |54|0|0|HOSPITAL DE APOYO BAGUA                                                                             |REING DE MEDIC Y DIPS MEDIC FARM. C.E. EL HAB 2020.                                                 |17/03/2020|3|MARZO                           |C|FDMC.E°012|FDMC.E°012     |CON CONFORMIDAD                 |17/03/2020 11:50:02|FDMC.E°012                                        |17/03/2020 11:53:29|REING DE MEDIC Y DIPS MEDIC FARM. C.E. EL HAB 2020.                                                                                                                                                                                                                                                         |B|49|ACCES., REPUEST. DE EQ. MÉDICOS Y QUIRÚRG. Y SUMINIST. MÉDIC.(INC. MATER. MED. INSTR. Y ROPA DESC.)|57|MATERIAL MÉDICO|0015|BOLSAS COLECTORAS DE SANGRE-PLASMA |0027|BOLSA COLECTORA DE SANGRE TRIPLE X 450 mL|112|UNIDAD|328|SIN MARCA                                                                                           |24|37|888
2020|R|GOBIERNO REGIONAL               |99|GOBIERNOS REGIONALES|440|GOBIERNO REGIONAL DEL DEPARTAMENTO DE AMAZONAS|1101|403|REGION AMAZONAS-HOSPITAL DE APOYO BAGUA|001|002|ALMACEN ESPECIALIZADO DE MEDICAMENTOS   |4|NEA - DONACION                  |55|0|0|HOSPITAL DE APOYO BAGUA                                                                             |REING DE MEDIC Y DIPS MEDIC FARM. C.E. EL HAB 2020.                                                 |17/03/2020|3|MARZO                           |C|FDMC.E°010|FDMC.E°010     |CON CONFORMIDAD                 |17/03/2020 12:29:24|FDMC.E°010                                        |17/03/2020 12:39:11|REING DE MEDIC Y DIPS MEDIC FARM. C.E. EL HAB 2020.                                                                                                                                                                                                                                                         |B|58|PRODUCTOS FARMACÉUTICOS|50|MEDICAMENTOS QUE ACTUAN EN LAS VÍAS RESPIRATORIAS: ANTIASMAT, ANTIHISTAM. (BLOQUEADORES H1) Y OTROS|0007|BECLOMETASONA|0002|BECLOMETASONA DIPROPIONATO 250 µg/DOSIS AER 200 DOSIS|112|UNIDAD|328|SIN MARCA                                                                                           |1|5,46|5,46
2020|R|GOBIERNO REGIONAL               |99|GOBIERNOS REGIONALES|440|GOBIERNO REGIONAL DEL DEPARTAMENTO DE AMAZONAS|1101|403|REGION AMAZONAS-HOSPITAL DE APOYO BAGUA|001|002|ALMACEN ESPECIALIZADO DE MEDICAMENTOS   |4|NEA - DONACION                  |55|0|0|HOSPITAL DE APOYO BAGUA                                                                             |REING DE MEDIC Y DIPS MEDIC FARM. C.E. EL HAB 2020.                                                 |17/03/2020|3|MARZO                           |C|FDMC.E°010|FDMC.E°010     |CON CONFORMIDAD                 |17/03/2020 12:29:24|FDMC.E°010                                        |17/03/2020 12:39:11|REING DE MEDIC Y DIPS MEDIC FARM. C.E. EL HAB 2020.                                                                                                                                                                                                                                                         |B|58|PRODUCTOS FARMACÉUTICOS|50|MEDICAMENTOS QUE ACTUAN EN LAS VÍAS RESPIRATORIAS: ANTIASMAT, ANTIHISTAM. (BLOQUEADORES H1) Y OTROS|0051|DEXTROMETORFANO|0002|DEXTROMETORFANO BROMHIDRATO 15 mg/5 mL JBE 120 mL|112|UNIDAD|328|SIN MARCA                                                                                           |1|1,28|1,28
2020|R|GOBIERNO REGIONAL               |99|GOBIERNOS REGIONALES|440|GOBIERNO REGIONAL DEL DEPARTAMENTO DE AMAZONAS|1101|403|REGION AMAZONAS-HOSPITAL DE APOYO BAGUA|001|002|ALMACEN ESPECIALIZADO DE MEDICAMENTOS   |4|NEA - DONACION                  |55|0|0|HOSPITAL DE APOYO BAGUA                                                                             |REING DE MEDIC Y DIPS MEDIC FARM. C.E. EL HAB 2020.                                                 |17/03/2020|3|MARZO                           |C|FDMC.E°010|FDMC.E°010     |CON CONFORMIDAD                 |17/03/2020 12:29:24|FDMC.E°010                                        |17/03/2020 12:39:11|REING DE MEDIC Y DIPS MEDIC FARM. C.E. EL HAB 2020.                                                                                                                                                                                                                                                         |B|58|PRODUCTOS FARMACÉUTICOS|28|MEDICAMENTOS HEMATÓLICOS:  ANTIANÉMICOS ANTICOAGULANT., TROMBOLÍTICOS/INHIBIDORES DE AGREG. PLAQUET.|0023|SULFATO FERROSO|0005|FERROSO SULFATO 25 mg de Fe/mL SOL 30 mL|112|UNIDAD|328|SIN MARCA                                                                                           |2|9,855|19,71
2020|R|GOBIERNO REGIONAL               |99|GOBIERNOS REGIONALES|440|GOBIERNO REGIONAL DEL DEPARTAMENTO DE AMAZONAS|1101|403|REGION AMAZONAS-HOSPITAL DE APOYO BAGUA|001|002|ALMACEN ESPECIALIZADO DE MEDICAMENTOS   |4|NEA - DONACION                  |55|0|0|HOSPITAL DE APOYO BAGUA                                                                             |REING DE MEDIC Y DIPS MEDIC FARM. C.E. EL HAB 2020.                                                 |17/03/2020|3|MARZO                           |C|FDMC.E°010|FDMC.E°010     |CON CONFORMIDAD                 |17/03/2020 12:29:24|FDMC.E°010                                        |17/03/2020 12:39:11|REING DE MEDIC Y DIPS MEDIC FARM. C.E. EL HAB 2020.                                                                                                                                                                                                                                                         |B|58|PRODUCTOS FARMACÉUTICOS|01|ANESTÉSICOS, COMPLEMENTOS RELACIONADOS Y ANALÉPTICOS|0021|LIDOCAÍNA CLORHIDRATO|0010|LIDOCAINA CLORHIDRATO 2 g/100 g GEL 10 g|112|UNIDAD|328|SIN MARCA                                                                                           |3|1,43|4,29
2020|R|GOBIERNO REGIONAL               |99|GOBIERNOS REGIONALES|440|GOBIERNO REGIONAL DEL DEPARTAMENTO DE AMAZONAS|1101|403|REGION AMAZONAS-HOSPITAL DE APOYO BAGUA|001|002|ALMACEN ESPECIALIZADO DE MEDICAMENTOS   |4|NEA - DONACION                  |55|0|0|HOSPITAL DE APOYO BAGUA                                                                             |REING DE MEDIC Y DIPS MEDIC FARM. C.E. EL HAB 2020.                                                 |17/03/2020|3|MARZO                           |C|FDMC.E°010|FDMC.E°010     |CON CONFORMIDAD                 |17/03/2020 12:29:24|FDMC.E°010                                        |17/03/2020 12:39:11|REING DE MEDIC Y DIPS MEDIC FARM. C.E. EL HAB 2020.                                                                                                                                                                                                                                                         |B|58|PRODUCTOS FARMACÉUTICOS|06|MEDICAMENTOS ANTIINFECCIOSOS: ANTIHELMÍNTICOS |0005|MEBENDAZOL.|0002|MEBENDAZOL 100 mg/5 mL SUS 30 mL|112|UNIDAD|328|SIN MARCA                                                                                           |1|1,43|1,43
