AnioEje,Region,TipoGobiernoAbv,TipoGobierno,SectorCod,Sector,PliegoCod,Pliego,SecuenciaEjecutoraCod,EjecutoraCod,Ejecutora,AlmacenCod,SecuenciaAlmacenCod,Almacen,TipoTransaccionCod,TipoTransaccion,MovimientoID,OrdenCompraID,ProveedorCodigo,Proveedor,ObservacionDonacion,MovimientoFecha,MovimientoMesCod,MovimientoMes,TipoUsoCodigo,GuiaRemisionCodigo,FacturaNumero,EstadoKardex,FechaRegistro,ConformidadIngresoDocumento,ConformidadIngresoFecha,IngresoGlosa,BienTipoCod,BienGrupoCod,BienGrupo,BienClaseCod,BienClase,BienFamiliaCod,BienFamilia,BienItemCod,BienItem,BienUnidaMedidaCod,BienUnidadMedida,BienMarcaCod,BienMarca,BienCantidad,BienPrecioUnitario,BienValorTotal
2020,TUMBES,R,GOBIERNO REGIONAL,99,GOBIERNOS REGIONALES,461,GOBIERNO REGIONAL DEL DEPARTAMENTO DE TUMBES,1436,402,GOB.REG.TUMBES-HOSP.REGIONAL JOSE ALFREDO MENDOZA OLAVARRIA-JAMO II-2 TUMBES,2,0,ALMACEN ESPECIALIZADO DE MEDICAMENTOS,4,NEA - DONACION,13,0,0,DIRECCION REGIONAL DE SALUD TUMBES,C/SNdeg34-2020/DIRECCION REGIONAL DE SALUD TUMBES,2020-03-19,3,MARZO,C,C/SNdeg35-20,C/SNdeg34-2020,CON CONFORMIDAD,2020-04-03,C/SNdeg34-2020/DIRECCION REGIONAL DE SALUD TUMBES,2020-03-19,MEDICINA,B,58,PRODUCTOS FARMACEUTICOS,21,MEDICAMENTOS ANTIINFECCIOSOS: ANTIPROTOZOARIOS ANTIMALARICOS,7,CLOROQUINA,3,CLOROQUINA 150 mg TAB,112,UNIDAD,9482,Ndeg34-2020/DIRECCION REGIONAL DE SALUD TUMBES,150.0,0.07,10.5
2020,PROVINCIA CONSTITUCIONAL DEL CALLAO,R,GOBIERNO REGIONAL,99,GOBIERNOS REGIONALES,464,GOBIERNO REGIONAL DE LA PROVINCIA CONSTITUCIONAL DEL CALLAO,1452,403,GOB. REG. DEL CALLAO - HOSPITAL DE VENTANILLA,1,1,ALMACEN GENERAL,4,NEA - DONACION,1,0,0,CENTRO NACIONAL DE ABASTECIMIENTO DE RECURSOS ESTRATEGICOS EN SALUD (CENARES),ADQUISICION DE OXIMETRO DE PULSOS PORTATIL PROVENIENTE DE CENARES(CENTRO DE PROGRAMACION)COV-19,2020-04-14,4,ABRIL,C,001,PCS-3460,CON CONFORMIDAD,2020-04-15,PECOSA Ndeg3460,2020-04-14,CONFORME,B,53,HOSPITALIZACION,22,EQUIPO DE HOSPITALIZACION ,8839,OXIMETRO DE PULSOS,4,OXIMETRO DE PULSOS PORTATIL,112,UNIDAD,1195,CHOICE,40.0,141.0,5640.0
2020,PROVINCIA CONSTITUCIONAL DEL CALLAO,R,GOBIERNO REGIONAL,99,GOBIERNOS REGIONALES,464,GOBIERNO REGIONAL DE LA PROVINCIA CONSTITUCIONAL DEL CALLAO,1452,403,GOB. REG. DEL CALLAO - HOSPITAL DE VENTANILLA,1,1,ALMACEN GENERAL,4,NEA - DONACION,2,0,0,PATHFINDER INTERNATIONAL,RESOLUCION ADMINISTRATIVA Ndeg  017 - 2020 GRC/HV/UA,2020-04-22,4,ABRIL,C,002,OFICIO Ndeg091,CON CONFORMIDAD,2020-04-22,.,2020-04-22,CONFORME,B,53,HOSPITALIZACION,22,EQUIPO DE HOSPITALIZACION ,5806,EQUIPO PARA DIAGNOSTICO MOLECULAR,2,EQUIPO PARA DIAGNOSTICO MOLECULAR,112,UNIDAD,328,SIN MARCA,1.0,59746.67,59746.67
2020,PROVINCIA CONSTITUCIONAL DEL CALLAO,R,GOBIERNO REGIONAL,99,GOBIERNOS REGIONALES,464,GOBIERNO REGIONAL DE LA PROVINCIA CONSTITUCIONAL DEL CALLAO,1452,403,GOB. REG. DEL CALLAO - HOSPITAL DE VENTANILLA,1,1,ALMACEN GENERAL,4,NEA - DONACION,2,0,0,PATHFINDER INTERNATIONAL,RESOLUCION ADMINISTRATIVA Ndeg  017 - 2020 GRC/HV/UA,2020-04-22,4,ABRIL,C,002,OFICIO Ndeg091,CON CONFORMIDAD,2020-04-22,.,2020-04-22,CONFORME,B,74,OFICINA,8,COMPUTO,6350,LECTORA DE CODIGO DE BARRAS,1,LECTORA DE CODIGO DE BARRAS,112,UNIDAD,328,SIN MARCA,1.0,1140.34,1140.34
2020,PROVINCIA CONSTITUCIONAL DEL CALLAO,R,GOBIERNO REGIONAL,99,GOBIERNOS REGIONALES,464,GOBIERNO REGIONAL DE LA PROVINCIA CONSTITUCIONAL DEL CALLAO,1452,403,GOB. REG. DEL CALLAO - HOSPITAL DE VENTANILLA,1,1,ALMACEN GENERAL,4,NEA - DONACION,2,0,0,PATHFINDER INTERNATIONAL,RESOLUCION ADMINISTRATIVA Ndeg  017 - 2020 GRC/HV/UA,2020-04-22,4,ABRIL,C,002,OFICIO Ndeg091,CON CONFORMIDAD,2020-04-22,.,2020-04-22,CONFORME,B,74,OFICINA,8,COMPUTO,500,COMPUTADORA PERSONAL PORTATIL,1,COMPUTADORA PERSONAL PORTATIL,112,UNIDAD,328,SIN MARCA,1.0,3144.24,3144.24
2020,PROVINCIA CONSTITUCIONAL DEL CALLAO,R,GOBIERNO REGIONAL,99,GOBIERNOS REGIONALES,464,GOBIERNO REGIONAL DE LA PROVINCIA CONSTITUCIONAL DEL CALLAO,1452,403,GOB. REG. DEL CALLAO - HOSPITAL DE VENTANILLA,1,1,ALMACEN GENERAL,4,NEA - DONACION,2,0,0,PATHFINDER INTERNATIONAL,RESOLUCION ADMINISTRATIVA Ndeg  017 - 2020 GRC/HV/UA,2020-04-22,4,ABRIL,C,002,OFICIO Ndeg091,CON CONFORMIDAD,2020-04-22,.,2020-04-22,CONFORME,B,74,OFICINA,8,COMPUTO,8224,MOUSE INALAMBRICO,1,MOUSE INALAMBRICO,112,UNIDAD,328,SIN MARCA,1.0,36.93,36.93
2020,PROVINCIA CONSTITUCIONAL DEL CALLAO,R,GOBIERNO REGIONAL,99,GOBIERNOS REGIONALES,464,GOBIERNO REGIONAL DE LA PROVINCIA CONSTITUCIONAL DEL CALLAO,1452,403,GOB. REG. DEL CALLAO - HOSPITAL DE VENTANILLA,1,1,ALMACEN GENERAL,4,NEA - DONACION,2,0,0,PATHFINDER INTERNATIONAL,RESOLUCION ADMINISTRATIVA Ndeg  017 - 2020 GRC/HV/UA,2020-04-22,4,ABRIL,C,002,OFICIO Ndeg091,CON CONFORMIDAD,2020-04-22,.,2020-04-22,CONFORME,B,74,OFICINA,8,COMPUTO,4100,IMPRESORA LASER,1,IMPRESORA LASER,112,UNIDAD,151,HEWLETT PACKARD,1.0,565.83,565.83
2020,PROVINCIA CONSTITUCIONAL DEL CALLAO,R,GOBIERNO REGIONAL,99,GOBIERNOS REGIONALES,464,GOBIERNO REGIONAL DE LA PROVINCIA CONSTITUCIONAL DEL CALLAO,1452,403,GOB. REG. DEL CALLAO - HOSPITAL DE VENTANILLA,1,1,ALMACEN GENERAL,4,NEA - DONACION,2,0,0,PATHFINDER INTERNATIONAL,RESOLUCION ADMINISTRATIVA Ndeg  017 - 2020 GRC/HV/UA,2020-04-22,4,ABRIL,C,002,OFICIO Ndeg091,CON CONFORMIDAD,2020-04-22,.,2020-04-22,CONFORME,B,46,ELECTRICIDAD Y ELECTRONICA,22,EQUIPO DE ELECTRICIDAD Y ELECTRONICA,50,ACUMULADOR DE ENERGIA - EQUIPO DE UPS,1,ACUMULADOR DE ENERGIA - EQUIPO DE UPS,112,UNIDAD,997,APC,1.0,607.85,607.85
2020,PROVINCIA CONSTITUCIONAL DEL CALLAO,R,GOBIERNO REGIONAL,99,GOBIERNOS REGIONALES,464,GOBIERNO REGIONAL DE LA PROVINCIA CONSTITUCIONAL DEL CALLAO,1452,403,GOB. REG. DEL CALLAO - HOSPITAL DE VENTANILLA,1,1,ALMACEN GENERAL,4,NEA - DONACION,2,0,0,PATHFINDER INTERNATIONAL,RESOLUCION ADMINISTRATIVA Ndeg  017 - 2020 GRC/HV/UA,2020-04-22,4,ABRIL,C,002,OFICIO Ndeg091,CON CONFORMIDAD,2020-04-22,.,2020-04-22,CONFORME,B,60,INSTRUMENTO DE MEDICION,22,EQUIPO INSTRUMENTOS DE MEDICION ,8705,TEMPORIZADOR,1,TEMPORIZADOR,112,UNIDAD,328,SIN MARCA,1.0,156.3,156.3
2020,PROVINCIA CONSTITUCIONAL DEL CALLAO,R,GOBIERNO REGIONAL,99,GOBIERNOS REGIONALES,464,GOBIERNO REGIONAL DE LA PROVINCIA CONSTITUCIONAL DEL CALLAO,1452,403,GOB. REG. DEL CALLAO - HOSPITAL DE VENTANILLA,1,1,ALMACEN GENERAL,4,NEA - DONACION,2,0,0,PATHFINDER INTERNATIONAL,RESOLUCION ADMINISTRATIVA Ndeg  017 - 2020 GRC/HV/UA,2020-04-22,4,ABRIL,C,002,OFICIO Ndeg091,CON CONFORMIDAD,2020-04-22,.,2020-04-22,CONFORME,B,60,INSTRUMENTO DE MEDICION,22,EQUIPO INSTRUMENTOS DE MEDICION ,9215,TERMOHIGROMETRO,7,TERMOHIGROMETRO DIGITAL,112,UNIDAD,328,SIN MARCA,1.0,87.06,87.06
2020,PROVINCIA CONSTITUCIONAL DEL CALLAO,R,GOBIERNO REGIONAL,99,GOBIERNOS REGIONALES,464,GOBIERNO REGIONAL DE LA PROVINCIA CONSTITUCIONAL DEL CALLAO,1452,403,GOB. REG. DEL CALLAO - HOSPITAL DE VENTANILLA,1,1,ALMACEN GENERAL,4,NEA - DONACION,2,0,0,PATHFINDER INTERNATIONAL,RESOLUCION ADMINISTRATIVA Ndeg  017 - 2020 GRC/HV/UA,2020-04-22,4,ABRIL,C,002,OFICIO Ndeg091,CON CONFORMIDAD,2020-04-22,.,2020-04-22,CONFORME,B,53,HOSPITALIZACION,22,EQUIPO DE HOSPITALIZACION ,188,AGITADOR DE TUBOS,1,AGITADOR DE TUBOS,112,UNIDAD,328,SIN MARCA,1.0,1395.51,1395.51
2020,PROVINCIA CONSTITUCIONAL DEL CALLAO,R,GOBIERNO REGIONAL,99,GOBIERNOS REGIONALES,464,GOBIERNO REGIONAL DE LA PROVINCIA CONSTITUCIONAL DEL CALLAO,1452,403,GOB. REG. DEL CALLAO - HOSPITAL DE VENTANILLA,1,1,ALMACEN GENERAL,4,NEA - DONACION,2,0,0,PATHFINDER INTERNATIONAL,RESOLUCION ADMINISTRATIVA Ndeg  017 - 2020 GRC/HV/UA,2020-04-22,4,ABRIL,C,002,OFICIO Ndeg091,CON CONFORMIDAD,2020-04-22,.,2020-04-22,CONFORME,B,74,OFICINA,8,COMPUTO,9950,UNIDAD CENTRAL DE PROCESO - CPU,1,UNIDAD CENTRAL DE PROCESO - CPU,112,UNIDAD,328,SIN MARCA,1.0,1946.43,1946.43
2020,PROVINCIA CONSTITUCIONAL DEL CALLAO,R,GOBIERNO REGIONAL,99,GOBIERNOS REGIONALES,464,GOBIERNO REGIONAL DE LA PROVINCIA CONSTITUCIONAL DEL CALLAO,1452,403,GOB. REG. DEL CALLAO - HOSPITAL DE VENTANILLA,1,1,ALMACEN GENERAL,4,NEA - DONACION,2,0,0,PATHFINDER INTERNATIONAL,RESOLUCION ADMINISTRATIVA Ndeg  017 - 2020 GRC/HV/UA,2020-04-22,4,ABRIL,C,002,OFICIO Ndeg091,CON CONFORMIDAD,2020-04-22,.,2020-04-22,CONFORME,B,51,"LABORATORIO Y GABINETE: IMPLEMENTOS, MATERIALES, REPUESTOS Y ACCESORIOS",10,LABORATORIO Y GABINETE: IMPLEMENTOS,6,PIPETAS Y MICROPIPETAS,447,MICROPIPETA VOLUMEN VARIABLE 100 uL - 1000 uL,112,UNIDAD,1297,S/MARCA,1.0,1194.2,1194.2
2020,PROVINCIA CONSTITUCIONAL DEL CALLAO,R,GOBIERNO REGIONAL,99,GOBIERNOS REGIONALES,464,GOBIERNO REGIONAL DE LA PROVINCIA CONSTITUCIONAL DEL CALLAO,1452,403,GOB. REG. DEL CALLAO - HOSPITAL DE VENTANILLA,1,1,ALMACEN GENERAL,4,NEA - DONACION,3,0,0,MEDICOS SOLIDARIOS,DONACION PROVENIENTE DE MEDICOS SOLIDARIOS,2020-05-21,5,MAYO,C,003,.,CON CONFORMIDAD,2020-05-21,.,2020-05-21,CONFORME,B,49,"ACCES., REPUEST. DE EQ. MEDICOS Y QUIRURG. Y SUMINIST. MEDIC.(INC. MATER. MED. INSTR. Y ROPA DESC.)",55,"VESTUARIO, COBERTORES, MATERIAL DESCARTABLE PARA INTERNAMIENTO Y HOSPITALIZACION",1,ROPA QUIRURGICA PARA PERSONAL MEDICO Y PACIENTE,1524,CUBRE ZAPATO DESCARTABLE COLOR AZUL X 50 PARES,112,UNIDAD,328,SIN MARCA,8.0,20.0,160.0
2020,PROVINCIA CONSTITUCIONAL DEL CALLAO,R,GOBIERNO REGIONAL,99,GOBIERNOS REGIONALES,464,GOBIERNO REGIONAL DE LA PROVINCIA CONSTITUCIONAL DEL CALLAO,1452,403,GOB. REG. DEL CALLAO - HOSPITAL DE VENTANILLA,1,1,ALMACEN GENERAL,4,NEA - DONACION,3,0,0,MEDICOS SOLIDARIOS,DONACION PROVENIENTE DE MEDICOS SOLIDARIOS,2020-05-21,5,MAYO,C,003,.,CON CONFORMIDAD,2020-05-21,.,2020-05-21,CONFORME,B,49,"ACCES., REPUEST. DE EQ. MEDICOS Y QUIRURG. Y SUMINIST. MEDIC.(INC. MATER. MED. INSTR. Y ROPA DESC.)",55,"VESTUARIO, COBERTORES, MATERIAL DESCARTABLE PARA INTERNAMIENTO Y HOSPITALIZACION",1,ROPA QUIRURGICA PARA PERSONAL MEDICO Y PACIENTE,472,GORRO DESCARTABLE DE ENFERMERA,112,UNIDAD,954,SIN MARCA.,4.0,6.1,24.4
2020,PROVINCIA CONSTITUCIONAL DEL CALLAO,R,GOBIERNO REGIONAL,99,GOBIERNOS REGIONALES,464,GOBIERNO REGIONAL DE LA PROVINCIA CONSTITUCIONAL DEL CALLAO,1452,403,GOB. REG. DEL CALLAO - HOSPITAL DE VENTANILLA,1,1,ALMACEN GENERAL,4,NEA - DONACION,3,0,0,MEDICOS SOLIDARIOS,DONACION PROVENIENTE DE MEDICOS SOLIDARIOS,2020-05-21,5,MAYO,C,003,.,CON CONFORMIDAD,2020-05-21,.,2020-05-21,CONFORME,B,49,"ACCES., REPUEST. DE EQ. MEDICOS Y QUIRURG. Y SUMINIST. MEDIC.(INC. MATER. MED. INSTR. Y ROPA DESC.)",57,MATERIAL MEDICO,28,GUANTES PARA EXAMEN DESCARTABLES (NO QUIRURGICOS),12,GUANTE PARA EXAMEN DESCARTABLE TALLA  S,112,UNIDAD,954,SIN MARCA.,10.0,18.0,180.0
2020,PROVINCIA CONSTITUCIONAL DEL CALLAO,R,GOBIERNO REGIONAL,99,GOBIERNOS REGIONALES,464,GOBIERNO REGIONAL DE LA PROVINCIA CONSTITUCIONAL DEL CALLAO,1452,403,GOB. REG. DEL CALLAO - HOSPITAL DE VENTANILLA,1,1,ALMACEN GENERAL,4,NEA - DONACION,3,0,0,MEDICOS SOLIDARIOS,DONACION PROVENIENTE DE MEDICOS SOLIDARIOS,2020-05-21,5,MAYO,C,003,.,CON CONFORMIDAD,2020-05-21,.,2020-05-21,CONFORME,B,49,"ACCES., REPUEST. DE EQ. MEDICOS Y QUIRURG. Y SUMINIST. MEDIC.(INC. MATER. MED. INSTR. Y ROPA DESC.)",57,MATERIAL MEDICO,28,GUANTES PARA EXAMEN DESCARTABLES (NO QUIRURGICOS),10,GUANTE PARA EXAMEN DESCARTABLE TALLA L,112,UNIDAD,954,SIN MARCA.,10.0,18.0,180.0
2020,PROVINCIA CONSTITUCIONAL DEL CALLAO,R,GOBIERNO REGIONAL,99,GOBIERNOS REGIONALES,464,GOBIERNO REGIONAL DE LA PROVINCIA CONSTITUCIONAL DEL CALLAO,1452,403,GOB. REG. DEL CALLAO - HOSPITAL DE VENTANILLA,1,1,ALMACEN GENERAL,4,NEA - DONACION,3,0,0,MEDICOS SOLIDARIOS,DONACION PROVENIENTE DE MEDICOS SOLIDARIOS,2020-05-21,5,MAYO,C,003,.,CON CONFORMIDAD,2020-05-21,.,2020-05-21,CONFORME,B,49,"ACCES., REPUEST. DE EQ. MEDICOS Y QUIRURG. Y SUMINIST. MEDIC.(INC. MATER. MED. INSTR. Y ROPA DESC.)",55,"VESTUARIO, COBERTORES, MATERIAL DESCARTABLE PARA INTERNAMIENTO Y HOSPITALIZACION",1,ROPA QUIRURGICA PARA PERSONAL MEDICO Y PACIENTE,1344,KIT DE ROPA DESCARTABLE PARA CIRUGIA TALLA L X 5 PIEZAS,112,UNIDAD,954,SIN MARCA.,141.0,30.0,4230.0
2020,PROVINCIA CONSTITUCIONAL DEL CALLAO,R,GOBIERNO REGIONAL,99,GOBIERNOS REGIONALES,464,GOBIERNO REGIONAL DE LA PROVINCIA CONSTITUCIONAL DEL CALLAO,1452,403,GOB. REG. DEL CALLAO - HOSPITAL DE VENTANILLA,1,1,ALMACEN GENERAL,4,NEA - DONACION,3,0,0,MEDICOS SOLIDARIOS,DONACION PROVENIENTE DE MEDICOS SOLIDARIOS,2020-05-21,5,MAYO,C,003,.,CON CONFORMIDAD,2020-05-21,.,2020-05-21,CONFORME,B,49,"ACCES., REPUEST. DE EQ. MEDICOS Y QUIRURG. Y SUMINIST. MEDIC.(INC. MATER. MED. INSTR. Y ROPA DESC.)",55,"VESTUARIO, COBERTORES, MATERIAL DESCARTABLE PARA INTERNAMIENTO Y HOSPITALIZACION",1,ROPA QUIRURGICA PARA PERSONAL MEDICO Y PACIENTE,1343,KIT DE ROPA DESCARTABLE PARA CIRUGIA TALLA M X 5 PIEZAS,112,UNIDAD,954,SIN MARCA.,119.0,30.0,3570.0
2020,PROVINCIA CONSTITUCIONAL DEL CALLAO,R,GOBIERNO REGIONAL,99,GOBIERNOS REGIONALES,464,GOBIERNO REGIONAL DE LA PROVINCIA CONSTITUCIONAL DEL CALLAO,1452,403,GOB. REG. DEL CALLAO - HOSPITAL DE VENTANILLA,1,1,ALMACEN GENERAL,4,NEA - DONACION,3,0,0,MEDICOS SOLIDARIOS,DONACION PROVENIENTE DE MEDICOS SOLIDARIOS,2020-05-21,5,MAYO,C,003,.,CON CONFORMIDAD,2020-05-21,.,2020-05-21,CONFORME,B,49,"ACCES., REPUEST. DE EQ. MEDICOS Y QUIRURG. Y SUMINIST. MEDIC.(INC. MATER. MED. INSTR. Y ROPA DESC.)",55,"VESTUARIO, COBERTORES, MATERIAL DESCARTABLE PARA INTERNAMIENTO Y HOSPITALIZACION",1,ROPA QUIRURGICA PARA PERSONAL MEDICO Y PACIENTE,1345,KIT DE ROPA DESCARTABLE PARA CIRUGIA TALLA XL X 5 PIEZAS,112,UNIDAD,954,SIN MARCA.,140.0,30.0,4200.0
2020,PROVINCIA CONSTITUCIONAL DEL CALLAO,R,GOBIERNO REGIONAL,99,GOBIERNOS REGIONALES,464,GOBIERNO REGIONAL DE LA PROVINCIA CONSTITUCIONAL DEL CALLAO,1452,403,GOB. REG. DEL CALLAO - HOSPITAL DE VENTANILLA,1,1,ALMACEN GENERAL,4,NEA - DONACION,3,0,0,MEDICOS SOLIDARIOS,DONACION PROVENIENTE DE MEDICOS SOLIDARIOS,2020-05-21,5,MAYO,C,003,.,CON CONFORMIDAD,2020-05-21,.,2020-05-21,CONFORME,B,51,"LABORATORIO Y GABINETE: IMPLEMENTOS, MATERIALES, REPUESTOS Y ACCESORIOS",20,LABORATORIO Y GABINETE: MATERIALES,28,OTROS MATERIALES DE USO EN LABORATORIO,485,LENTES PROTECTORES DESCARTABLES (POLIPROPILENO),112,UNIDAD,1357,ASTRO,200.0,13.9,2780.0
2020,PROVINCIA CONSTITUCIONAL DEL CALLAO,R,GOBIERNO REGIONAL,99,GOBIERNOS REGIONALES,464,GOBIERNO REGIONAL DE LA PROVINCIA CONSTITUCIONAL DEL CALLAO,1452,403,GOB. REG. DEL CALLAO - HOSPITAL DE VENTANILLA,1,1,ALMACEN GENERAL,4,NEA - DONACION,3,0,0,MEDICOS SOLIDARIOS,DONACION PROVENIENTE DE MEDICOS SOLIDARIOS,2020-05-21,5,MAYO,C,003,.,CON CONFORMIDAD,2020-05-21,.,2020-05-21,CONFORME,B,49,"ACCES., REPUEST. DE EQ. MEDICOS Y QUIRURG. Y SUMINIST. MEDIC.(INC. MATER. MED. INSTR. Y ROPA DESC.)",55,"VESTUARIO, COBERTORES, MATERIAL DESCARTABLE PARA INTERNAMIENTO Y HOSPITALIZACION",1,ROPA QUIRURGICA PARA PERSONAL MEDICO Y PACIENTE,1261,MAMELUCO DESCARTABLE TALLA L,112,UNIDAD,1358,C LUTE,300.0,30.0,9000.0
2020,PROVINCIA CONSTITUCIONAL DEL CALLAO,R,GOBIERNO REGIONAL,99,GOBIERNOS REGIONALES,464,GOBIERNO REGIONAL DE LA PROVINCIA CONSTITUCIONAL DEL CALLAO,1452,403,GOB. REG. DEL CALLAO - HOSPITAL DE VENTANILLA,1,1,ALMACEN GENERAL,4,NEA - DONACION,3,0,0,MEDICOS SOLIDARIOS,DONACION PROVENIENTE DE MEDICOS SOLIDARIOS,2020-05-21,5,MAYO,C,003,.,CON CONFORMIDAD,2020-05-21,.,2020-05-21,CONFORME,B,49,"ACCES., REPUEST. DE EQ. MEDICOS Y QUIRURG. Y SUMINIST. MEDIC.(INC. MATER. MED. INSTR. Y ROPA DESC.)",55,"VESTUARIO, COBERTORES, MATERIAL DESCARTABLE PARA INTERNAMIENTO Y HOSPITALIZACION",1,ROPA QUIRURGICA PARA PERSONAL MEDICO Y PACIENTE,720,MANDILON DESCARTABLE TALLA M,112,UNIDAD,954,SIN MARCA.,800.0,12.0,9600.0
2020,PROVINCIA CONSTITUCIONAL DEL CALLAO,R,GOBIERNO REGIONAL,99,GOBIERNOS REGIONALES,464,GOBIERNO REGIONAL DE LA PROVINCIA CONSTITUCIONAL DEL CALLAO,1452,403,GOB. REG. DEL CALLAO - HOSPITAL DE VENTANILLA,1,1,ALMACEN GENERAL,4,NEA - DONACION,3,0,0,MEDICOS SOLIDARIOS,DONACION PROVENIENTE DE MEDICOS SOLIDARIOS,2020-05-21,5,MAYO,C,003,.,CON CONFORMIDAD,2020-05-21,.,2020-05-21,CONFORME,B,49,"ACCES., REPUEST. DE EQ. MEDICOS Y QUIRURG. Y SUMINIST. MEDIC.(INC. MATER. MED. INSTR. Y ROPA DESC.)",57,MATERIAL MEDICO,41,MASCARILLAS  DESCARTABLES,7,MASCARILLA DESCARTABLE PROTECTORA,112,UNIDAD,954,SIN MARCA.,200.0,10.0,2000.0
2020,PROVINCIA CONSTITUCIONAL DEL CALLAO,R,GOBIERNO REGIONAL,99,GOBIERNOS REGIONALES,464,GOBIERNO REGIONAL DE LA PROVINCIA CONSTITUCIONAL DEL CALLAO,1452,403,GOB. REG. DEL CALLAO - HOSPITAL DE VENTANILLA,1,1,ALMACEN GENERAL,4,NEA - DONACION,3,0,0,MEDICOS SOLIDARIOS,DONACION PROVENIENTE DE MEDICOS SOLIDARIOS,2020-05-21,5,MAYO,C,003,.,CON CONFORMIDAD,2020-05-21,.,2020-05-21,CONFORME,B,49,"ACCES., REPUEST. DE EQ. MEDICOS Y QUIRURG. Y SUMINIST. MEDIC.(INC. MATER. MED. INSTR. Y ROPA DESC.)",57,MATERIAL MEDICO,41,MASCARILLAS  DESCARTABLES,158,MASCARILLA DESCARTABLE TIPO N-95,112,UNIDAD,954,SIN MARCA.,200.0,3.36,672.0
2020,PROVINCIA CONSTITUCIONAL DEL CALLAO,R,GOBIERNO REGIONAL,99,GOBIERNOS REGIONALES,464,GOBIERNO REGIONAL DE LA PROVINCIA CONSTITUCIONAL DEL CALLAO,1452,403,GOB. REG. DEL CALLAO - HOSPITAL DE VENTANILLA,1,1,ALMACEN GENERAL,4,NEA - DONACION,3,0,0,MEDICOS SOLIDARIOS,DONACION PROVENIENTE DE MEDICOS SOLIDARIOS,2020-05-21,5,MAYO,C,003,.,CON CONFORMIDAD,2020-05-21,.,2020-05-21,CONFORME,B,49,"ACCES., REPUEST. DE EQ. MEDICOS Y QUIRURG. Y SUMINIST. MEDIC.(INC. MATER. MED. INSTR. Y ROPA DESC.)",57,MATERIAL MEDICO,41,MASCARILLAS  DESCARTABLES,170,MASCARILLA DE PROTECCION RESPIRATORIA TIPO FFP2,112,UNIDAD,954,SIN MARCA.,370.0,3.36,1243.2
2020,AMAZONAS,R,GOBIERNO REGIONAL,99,GOBIERNOS REGIONALES,440,GOBIERNO REGIONAL DEL DEPARTAMENTO DE AMAZONAS,1664,405,GOB.REG.DPTO. DE AMAZONAS - SALUD CONDORCANQUI,1,0,ALMACEN GENERAL,4,NEA - DONACION,1,0,0,PANTHFINDER INTERNATIONAL,DONACION DE BIENES PARA REALIZAR ACTIVIDADES RELACIONADAS A LA PREVENCION DE VIH/SIDA DE CONDORCANQU,2020-04-29,4,ABRIL,C,01-2020,001-2020RSC,CON CONFORMIDAD,2020-04-29,ACTA DE DONACION OFICIO No 001-2020-RSC-GORE/AMAZO,2020-04-29,"DONACION DE EQUIPOS PARA LA LUCHA CONTRA LA MALARIA, TBC Y EL VIH/SIDA 2016-2019",B,67,"MAQUINARIA, VEHICULOS Y OTROS",71,NAVE O ARTEFACTO NAVAL,2850,DESLIZADOR,1,DESLIZADOR,112,UNIDAD,328,SIN MARCA,1.0,20396.67,20396.67
2020,AMAZONAS,R,GOBIERNO REGIONAL,99,GOBIERNOS REGIONALES,440,GOBIERNO REGIONAL DEL DEPARTAMENTO DE AMAZONAS,1664,405,GOB.REG.DPTO. DE AMAZONAS - SALUD CONDORCANQUI,1,0,ALMACEN GENERAL,4,NEA - DONACION,1,0,0,PANTHFINDER INTERNATIONAL,DONACION DE BIENES PARA REALIZAR ACTIVIDADES RELACIONADAS A LA PREVENCION DE VIH/SIDA DE CONDORCANQU,2020-04-29,4,ABRIL,C,01-2020,001-2020RSC,CON CONFORMIDAD,2020-04-29,ACTA DE DONACION OFICIO No 001-2020-RSC-GORE/AMAZO,2020-04-29,"DONACION DE EQUIPOS PARA LA LUCHA CONTRA LA MALARIA, TBC Y EL VIH/SIDA 2016-2019",B,74,OFICINA,22,EQUIPO DE OFICINA ,2358,EQUIPO MULTIFUNCIONAL COPIADORA IMPRESORA SCANNER Y/O FAX ,1,EQUIPO MULTIFUNCIONAL COPIADORA FAX IMPRESORA SCANNER,112,UNIDAD,1130,HP,1.0,93.13,93.13
2020,AMAZONAS,R,GOBIERNO REGIONAL,99,GOBIERNOS REGIONALES,440,GOBIERNO REGIONAL DEL DEPARTAMENTO DE AMAZONAS,1664,405,GOB.REG.DPTO. DE AMAZONAS - SALUD CONDORCANQUI,1,0,ALMACEN GENERAL,4,NEA - DONACION,1,0,0,PANTHFINDER INTERNATIONAL,DONACION DE BIENES PARA REALIZAR ACTIVIDADES RELACIONADAS A LA PREVENCION DE VIH/SIDA DE CONDORCANQU,2020-04-29,4,ABRIL,C,01-2020,001-2020RSC,CON CONFORMIDAD,2020-04-29,ACTA DE DONACION OFICIO No 001-2020-RSC-GORE/AMAZO,2020-04-29,"DONACION DE EQUIPOS PARA LA LUCHA CONTRA LA MALARIA, TBC Y EL VIH/SIDA 2016-2019",B,46,ELECTRICIDAD Y ELECTRONICA,22,EQUIPO DE ELECTRICIDAD Y ELECTRONICA,6183,GENERADOR (OTROS),1,GENERADOR (OTROS),112,UNIDAD,155,HONDA,1.0,1057.5,1057.5
